Set,Set Theme,Within Set #,Frequency Rank,Original #,Japanese,Reading,Romaji Pronunciation,Meaning,Part of Speech,Verb Class,POS Subtype,Category,Bucket,Grammar Role / Notes,Frequency Count,Source Rank,Frequency % of Source,Frequency Source,Match Method,Lookup Term,POS / Fallback Note,wordfreq Zipf,Learned?,Notes,Vocab List Source,Classification Source,Why this set
8,Full N5 Integration + Glue,17,580,676,夕方,ゆうがた,yuugata,"late afternoon (typically just before dinner time), evening",Noun,,Temporal noun / Adverbial noun,Time/Calendar,Core open list,Noun-like word,859,3644,0.00252029,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,夕方,"n-adv,n-t",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n-adv,n-t",Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,18,481,679,昨夜,ゆうべ,yuube,last night,Noun,,Temporal noun / Adverbial noun,Time/Calendar,Core open list,Noun-like word,1526,2279,0.00447726,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,昨夜,"n-adv,n-t",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n-adv,n-t",Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,19,687,683,八日,ようか,youka,eight days; eighth day of the month,Noun,,Common noun,Time/Calendar,Core open list,Noun-like word,309,8210,0.0009066,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,八日,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,20,537,687,四日,よっか,yokka,four days; fourth day of the month,Noun,,Common noun,Time/Calendar,Core open list,Noun-like word,1140,2864,0.00334474,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,四日,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,21,187,691,夜,よる,yoru,"evening, night",Noun,,Temporal noun / Adverbial noun,Time/Calendar,Core open list,Noun-like word,9146,463,0.02683422,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,夜,"n-adv,n-t",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n-adv,n-t",Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,22,603,693,来月,らいげつ,raigetsu,next month,Noun,,Temporal noun / Adverbial noun,Time/Calendar,Core open list,Noun-like word,703,4265,0.00206259,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,来月,"n-adv,n-t",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n-adv,n-t",Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,23,465,694,来週,らいしゅう,raishuu,next week,Noun,,Temporal noun / Adverbial noun,Time/Calendar,Core open list,Noun-like word,1716,2087,0.00503472,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,来週,"n-adv,n-t",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n-adv,n-t",Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,24,722,720,～日間,～かかん,~kakan,for ... days,Suffix,,Suffix / bound word,Time/Calendar,Supplemental N5 buffer,Attaches to another word or number,186,11861,0.00054572,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,日間,n,,,,MLC 802-word list / common N5 buffer,Subtitle corpus POS tags: n,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,25,65,409,～中,～ちゅう,~chuu,"during, while ~ing",Suffix,,Suffix / bound word,Numbers/Counters,Core open list,Attaches to another word or number,31982,133,0.09383467,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,中,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,26,138,443,～度,～ど,~do,counter for occurrences; ~ degree; ~ point,Counter,,Counter / counting suffix,Numbers/Counters,Core open list,Counter or measure word,14123,302,0.04143665,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,度,"n,n-suf",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n,n-suf",Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,27,265,462,どっち,どっち,docchi,"which one, which way",Noun,,Common noun,Numbers/Counters,Core open list,Noun-like word,5284,757,0.01550317,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,どっち,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,28,167,486,～など,～など,~nado,et cetera,Suffix,,Suffix / bound word,Numbers/Counters,Core open list,Attaches to another word or number,10986,392,0.03223275,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,など,"n,n-suf,prt",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n,n-suf,prt",Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,29,762,487,七つ,ななつ,nanatsu,seven things,Noun,,Numeral,Numbers/Counters,Core open list,Number/quantity word,67,22478,0.00019658,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,七つ,num,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: num,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,30,584,493,並べる,ならべる,naraberu,to put (things) side by side; to line up,Verb,Ichidan,Main verb,Numbers/Counters,Core open list,Transitive,827,3765,0.0024264,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,並べる,"v1,vt",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v1,vt",Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,31,9,505,～人,～にん,~nin,counter for people,Counter,,People counter suffix,Numbers/Counters,Core open list,Counter/function word,,,0.363,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,人,Fallback: no subtitle-corpus match for selected candidates,6.56,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Manual fallback from word/meaning,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,32,519,549,半,はん,han,"half (e.g., にじはん | half-past two)",Noun,,Prefix-like noun,Numbers/Counters,Core open list,Noun-like word,1305,2586,0.00382885,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,半,"n,n-pref",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n,n-pref",Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,33,323,551,～番,～ばん,~ban,~st; ~th best,Suffix,,Suffix / bound word,Numbers/Counters,Core open list,Attaches to another word or number,4005,990,0.01175061,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,番,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,34,527,554,番号,ばんごう,bangou,"number, series of digits",Noun,,Common noun,Numbers/Counters,Core open list,Noun-like word,1213,2739,0.00355892,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,番号,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,35,493,556,半分,はんぶん,hambun,half,Noun,,Adverbial noun,Numbers/Counters,Core open list,Noun-like word,1470,2352,0.00431296,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,半分,"n-adv,n",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n-adv,n",Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,36,593,558,～匹,～ひき,~hiki,counter for small animals,Counter,,Counter / counting suffix,Numbers/Counters,Core open list,Counter or measure word,775,3955,0.00227384,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,匹,ctr,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: ctr,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,37,213,565,一つ,ひとつ,hitotsu,one thing,Noun,,Numeral,Numbers/Counters,Core open list,Number/quantity word,7922,542,0.02324302,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,一つ,num,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: num,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,38,635,582,二つ,ふたつ,futatsu,two things,Noun,,Numeral,Numbers/Counters,Core open list,Number/quantity word,558,5141,0.00163716,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,二つ,num,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: num,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,39,118,590,～分,～ふん,~fun,~ minutes,Counter,,Counter / counting suffix,Numbers/Counters,Core open list,Counter or measure word,17485,239,0.05130071,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,分,"n,n-suf,pref",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n,n-suf,pref",Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,40,90,611,～本,～ほん,~hon,counter for long cylindrical things,Counter,,Counter / counting suffix,Numbers/Counters,Core open list,Counter or measure word,23539,179,0.06906304,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,本,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,41,571,614,～枚,～まい,~mai,counter for flat things,Counter,,Counter / counting suffix,Numbers/Counters,Core open list,Counter or measure word,907,3486,0.00266112,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,枚,ctr,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: ctr,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,42,141,633,万,まん,man,ten thousand,Noun,,Numeral,Numbers/Counters,Core open list,Number/quantity word,13376,319,0.03924497,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,万,num,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: num,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,43,705,643,三つ,みっつ,mittsu,three things,Noun,,Numeral,Numbers/Counters,Core open list,Number/quantity word,236,9994,0.00069242,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,三つ,num,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: num,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,44,777,653,六つ,むっつ,muttsu,six things,Noun,,Numeral,Numbers/Counters,Core open list,Number/quantity word,28,35679,8.215e-05,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,六つ,num,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: num,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,45,741,667,八百屋,やおや,yaoya,greengrocer,Noun,,Common noun,Numbers/Counters,Core open list,Noun-like word,129,15088,0.00037848,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,八百屋,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,46,768,673,八つ,やっつ,yattsu,eight things,Noun,,Numeral,Numbers/Counters,Core open list,Number/quantity word,46,27718,0.00013496,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,八つ,num,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: num,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,47,757,688,四つ,よっつ,yottsu,four things,Noun,,Numeral,Numbers/Counters,Core open list,Number/quantity word,85,19527,0.00024939,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,四つ,num,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: num,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,48,155,689,呼ぶ,よぶ,yobu,to call (one's name); to invite,Verb,Godan (-bu ending),Main verb,Numbers/Counters,Core open list,Transitive,12434,352,0.03648115,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,呼ぶ,"v5b,vt",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5b,vt",Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,49,74,721,～方,～かた,~kata,how to ...,Suffix,,Suffix / bound word,Numbers/Counters,Supplemental N5 buffer,Attaches to another word or number,27398,153,0.08038529,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,方,n,,,,MLC 802-word list / common N5 buffer,Subtitle corpus POS tags: n,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,50,230,724,～ごろ,～ごろ,~goro,around ... (time),Suffix,,Suffix / bound word,Numbers/Counters,Supplemental N5 buffer,Attaches to another word or number,6761,618,0.01983666,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,ごろ,"n,n-adv,n-suf",,,,MLC 802-word list / common N5 buffer,"Subtitle corpus POS tags: n,n-adv,n-suf",Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,51,520,727,～半,～はん,~han,half; thirty minutes past,Counter,,Counter / counting suffix,Numbers/Counters,Supplemental N5 buffer,Counter or measure word,1305,2586,0.00382885,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,半,"n,n-pref",,,,MLC 802-word list / common N5 buffer,"Subtitle corpus POS tags: n,n-pref",Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,52,277,732,もう一度,もういちど,mouichido,once more; again,Expression,,Fixed expression,Numbers/Counters,Supplemental N5 buffer,Phrase-like expression,5019,797,0.01472566,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,もう一度,exp,,,,MLC 802-word list / common N5 buffer,Subtitle corpus POS tags: exp,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,53,646,784,～がります,～がります,~garimasu,third person wants to ...,Auxiliary / Suffix,,Auxiliary verb suffix,Numbers/Counters,Supplemental N5 buffer,Grammar pattern suffix,,,0.00144,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,がります,Fallback: no subtitle-corpus match for selected candidates,4.16,,,MLC 802-word list / common N5 buffer,Manual fallback from word/meaning,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,54,259,786,一度,いちど,ichido,once; one time,Noun,,Adverbial noun,Numbers/Counters,Supplemental N5 buffer,Noun-like word,5373,743,0.0157643,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,一度,n-adv,,,,MLC 802-word list / common N5 buffer,Subtitle corpus POS tags: n-adv,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,55,590,684,洋服,ようふく,youfuku,Western-style clothes,Noun,,Common noun,Home/Objects,Core open list,Noun-like word,793,3898,0.00232665,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,洋服,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Full-N5 glue or remaining integration item
